date,communication_services,consumer_discretionary,consumer_staples,energy,financials,health_care,industrials,information_technology,materials,utilities,sp_500
2016-02-26,200.0,239.44,342.95,268.91,118.51,294.13,229.01,98.41,218.75,260.78,3315.17
2016-02-29,198.88,238.21,341.61,265.85,117.27,289.49,227.45,97.77,217.41,261.35,3288.45
2016-03-01,203.63,244.46,345.15,271.75,121.42,295.7,232.0,100.78,223.01,260.07,3366.99
2016-03-02,203.98,244.2,345.77,278.41,122.55,296.14,232.37,100.97,222.04,261.38,3381.21
2016-03-03,204.44,245.57,347.57,281.98,123.35,295.1,233.8,100.9,223.3,262.92,3393.28
2016-03-04,204.08,245.51,349.25,284.53,123.86,294.66,234.77,101.25,225.94,265.99,3404.55
2016-03-07,202.53,244.4,347.1,291.26,123.83,297.03,235.22,100.52,228.59,267.5,3407.72
2016-03-08,201.53,242.44,348.25,279.33,121.77,293.23,232.29,99.74,224.1,269.87,3369.86
2016-03-09,203.08,242.86,350.87,283.66,121.93,293.77,232.86,100.77,225.59,271.24,3387.3
2016-03-10,203.32,243.28,350.9,283.8,121.88,293.93,232.56,100.65,226.79,271.48,3387.97
2016-03-11,205.99,247.12,351.95,290.16,125.12,299.73,235.91,102.41,230.85,271.91,3444.19
2016-03-14,206.62,248.1,351.68,288.36,124.61,298.55,235.99,102.48,229.35,272.14,3440.0
2016-03-15,206.73,248.08,352.36,287.96,124.46,293.73,235.72,102.91,227.25,272.74,3433.72
2016-03-16,209.04,249.89,353.04,292.59,124.29,292.9,237.25,104.05,231.22,275.45,3453.11
2016-03-17,209.84,250.57,355.49,296.78,125.76,289.83,241.98,104.54,236.31,278.39,3475.92
2016-03-18,209.11,250.82,354.82,297.36,127.03,293.68,243.96,104.8,236.43,276.64,3491.22
2016-03-21,209.77,250.92,355.09,295.87,126.79,294.99,244.55,105.14,235.24,276.31,3494.68
2016-03-22,209.31,250.32,352.62,294.9,126.43,297.66,243.78,105.26,235.38,275.37,3491.99
2016-03-23,208.23,248.75,352.74,288.71,125.47,295.81,242.36,104.62,232.51,277.38,3469.7
2016-03-24,208.82,248.97,352.56,290.13,124.66,295.55,241.66,104.76,232.55,278.22,3468.38
2016-03-28,209.69,250.24,354.08,289.14,125.03,294.71,242.04,104.47,233.69,277.22,3470.3
2016-03-29,212.44,252.6,356.71,290.15,125.27,298.17,243.33,106.12,234.73,281.22,3501.4
2016-03-30,212.51,254.2,358.58,290.95,126.03,298.02,244.47,106.87,235.98,280.57,3516.88
2016-03-31,212.1,253.96,357.4,290.49,125.77,297.36,243.55,106.71,233.9,282.08,3509.72
2016-04-01,213.48,255.24,361.87,286.46,126.8,301.14,243.96,107.62,235.49,283.18,3531.95
2016-04-04,212.42,253.11,361.37,285.0,126.19,304.22,241.62,107.1,233.2,282.06,3521.16
2016-04-05,210.81,250.97,358.94,282.79,124.37,300.48,240.23,105.96,231.54,276.74,3485.44
2016-04-06,212.44,253.34,361.74,288.73,125.1,308.43,240.79,107.08,233.65,276.41,3522.96
2016-04-07,210.1,250.42,358.24,286.96,122.68,305.15,239.01,105.55,230.72,276.32,3480.85
2016-04-08,209.47,250.04,360.09,292.76,123.19,303.84,240.37,105.59,232.92,277.6,3490.58
2016-04-11,208.25,249.03,357.52,291.6,123.61,301.8,239.92,105.39,234.07,276.49,3481.01
2016-04-12,210.24,251.02,359.76,299.86,125.26,304.31,241.85,106.0,236.79,278.5,3514.73
2016-04-13,211.46,254.42,357.03,301.11,128.09,307.07,245.15,107.47,239.66,276.69,3550.39
2016-04-14,211.52,254.45,355.46,302.37,128.44,307.43,245.23,107.35,239.32,276.32,3551.25
2016-04-15,211.74,255.18,357.51,298.57,128.07,307.3,245.33,106.86,240.24,278.14,3547.76
2016-04-18,213.48,257.53,358.76,303.31,128.95,310.06,246.12,107.28,241.35,279.05,3571.01
2016-04-19,212.86,256.3,359.3,309.02,130.38,310.97,247.37,106.6,246.49,279.39,3582.02
2016-04-20,212.51,256.4,354.48,311.52,131.54,312.85,247.06,106.83,245.8,272.56,3584.89
2016-04-21,211.72,255.77,348.64,309.99,130.28,314.58,246.27,106.7,244.64,266.67,3566.34
2016-04-22,209.11,255.03,350.02,314.11,131.64,315.34,246.95,104.67,246.27,269.14,3566.52
2016-04-25,209.6,255.43,352.53,310.71,131.26,314.17,245.45,104.53,244.76,269.64,3560.06
2016-04-26,208.13,256.01,351.43,315.06,132.2,312.79,247.63,104.12,247.52,270.07,3566.72
2016-04-27,208.85,255.79,353.01,320.29,132.33,312.42,249.38,103.24,249.25,273.9,3572.8
2016-04-28,208.94,252.95,353.09,316.04,130.86,310.58,246.98,101.83,247.0,273.72,3539.99
2016-04-29,208.79,254.24,352.64,315.72,130.0,306.02,245.69,100.93,245.44,275.24,3522.08
2016-05-02,210.6,257.78,356.28,315.82,131.44,307.8,246.77,101.6,246.32,277.41,3549.61
2016-05-03,208.59,255.54,355.87,308.75,129.7,306.89,244.76,100.76,242.02,277.36,3518.87
2016-05-04,209.03,254.33,356.87,304.74,128.73,303.94,241.71,100.34,239.76,280.5,3498.51
2016-05-05,209.5,252.74,357.13,307.0,128.64,305.29,241.43,100.42,238.53,279.46,3498.26
2016-05-06,211.51,254.41,358.78,306.41,129.14,303.41,243.13,101.16,240.58,277.6,3509.7
2016-05-09,211.21,255.22,360.8,302.6,128.89,306.84,242.02,101.17,237.56,279.05,3512.37
2016-05-10,213.91,258.44,364.3,307.9,130.67,309.37,246.17,102.51,241.68,279.44,3556.26
2016-05-11,211.88,253.32,361.42,308.07,129.21,305.65,244.26,101.83,240.6,280.27,3523.56
2016-05-12,211.89,253.66,363.39,309.32,129.41,303.89,243.64,101.41,241.75,281.79,3523.2
2016-05-13,210.55,250.88,358.9,305.47,127.77,303.34,240.72,101.13,239.35,280.45,3493.52
2016-05-16,210.94,252.36,360.77,310.4,128.48,307.46,243.46,102.54,243.19,280.83,3527.99
2016-05-17,208.8,249.46,354.0,311.44,127.6,304.2,242.27,101.49,242.26,276.15,3495.55
2016-05-18,207.72,248.02,350.31,308.49,129.98,305.24,241.59,102.02,238.55,270.98,3496.63
2016-05-19,206.26,247.8,353.08,309.27,128.79,302.79,239.3,101.43,239.44,273.5,3483.7
2016-05-20,208.01,249.42,351.52,310.57,129.58,305.44,240.53,102.63,241.06,274.11,3505.05
2016-05-23,206.93,248.44,351.57,309.85,129.47,304.03,240.0,102.52,243.92,271.45,3497.84
2016-05-24,209.84,251.65,354.71,311.4,131.48,308.52,242.57,104.7,245.53,274.48,3545.74
2016-05-25,210.62,252.89,355.34,316.1,132.84,310.5,244.16,105.48,248.47,273.67,3570.63
2016-05-26,211.54,253.45,356.53,314.81,132.06,310.53,243.71,105.74,245.74,276.74,3570.23
2016-05-27,213.25,254.69,356.98,315.12,133.01,312.11,244.33,106.35,245.83,277.4,3585.98
2016-05-31,213.59,254.49,355.22,313.33,132.55,312.55,244.27,106.49,244.53,278.96,3582.55
2016-06-01,212.85,254.18,357.99,313.81,132.95,313.75,244.35,106.22,245.25,279.98,3587.03
2016-06-02,213.13,255.52,358.59,312.81,133.17,317.85,244.71,106.08,246.29,279.79,3597.46
2016-06-03,212.3,254.12,360.81,311.92,131.34,316.82,244.66,105.63,248.42,284.44,3587.01
2016-06-06,212.16,254.43,360.91,318.14,132.07,318.59,246.52,105.96,250.66,283.95,3604.64
2016-06-07,212.4,254.76,360.74,324.94,131.69,316.45,247.57,106.13,250.7,283.54,3609.34
2016-06-08,213.25,255.05,362.87,324.39,131.96,317.98,249.25,106.51,252.31,285.39,3621.81
2016-06-09,213.39,254.56,364.22,322.75,130.96,317.23,249.23,106.43,250.69,287.9,3615.7
2016-06-10,211.83,251.94,364.57,316.34,129.34,314.35,246.72,105.3,248.97,287.1,3582.56
2016-06-13,210.5,250.39,361.72,315.38,128.37,312.15,243.99,104.13,245.83,286.69,3554.23
2016-06-14,211.45,249.74,362.71,315.24,126.51,312.49,244.21,104.27,243.93,288.26,3548.0
2016-06-15,211.24,250.41,361.64,314.19,126.61,310.37,244.28,103.99,244.87,286.21,3541.67
2016-06-16,211.68,251.36,363.87,313.59,127.03,311.44,244.74,104.24,245.76,288.14,3553.18
2016-06-17,209.8,250.99,362.22,316.22,126.89,308.03,244.83,103.26,246.96,289.13,3541.61
2016-06-20,210.52,253.18,363.02,318.92,127.64,309.91,247.11,103.81,248.23,287.96,3562.19
2016-06-21,210.9,252.66,364.34,322.3,128.32,309.04,246.98,104.5,247.49,288.43,3572.08
2016-06-22,211.07,252.24,364.31,320.39,128.18,310.07,246.19,104.04,247.8,287.14,3566.2
2016-06-23,212.97,254.62,366.73,325.71,130.88,313.96,249.02,105.6,251.69,288.09,3613.89
2016-06-24,206.97,245.4,359.65,314.27,123.8,305.13,238.97,101.11,240.66,288.36,3484.07
2016-06-27,205.11,240.86,358.81,306.28,120.35,300.86,233.57,98.76,232.5,292.07,3421.02
2016-06-28,208.16,245.46,360.96,314.36,123.37,306.81,237.49,100.77,234.45,293.19,3482.35
2016-06-29,210.58,249.48,365.15,320.71,126.24,312.6,241.69,102.45,238.48,294.0,3541.98
2016-06-30,213.32,251.36,373.21,323.53,128.21,315.6,246.53,103.54,242.17,300.46,3590.02
2016-07-01,214.77,253.66,372.07,325.04,127.6,317.41,247.45,103.68,242.31,300.29,3597.49
2016-07-05,213.98,251.81,373.96,318.89,125.66,317.26,245.25,102.95,237.76,302.47,3573.02
2016-07-06,215.36,253.94,373.95,320.66,126.11,321.0,246.45,103.5,238.69,303.21,3593.04
2016-07-07,214.79,255.03,373.58,317.3,126.24,320.31,247.08,103.76,239.36,297.71,3590.15
2016-07-08,217.71,259.51,377.33,321.4,128.57,323.79,251.79,105.51,245.28,300.64,3644.92
2016-07-11,218.73,260.96,377.53,321.92,129.3,323.25,253.2,106.18,246.46,300.39,3657.35
2016-07-12,219.13,262.15,375.48,329.18,130.89,324.77,255.47,107.2,251.01,296.29,3683.0
2016-07-13,218.77,260.92,377.41,326.85,130.95,324.88,256.15,107.1,251.77,298.55,3683.73
2016-07-14,219.61,261.98,377.7,328.19,132.11,326.15,258.04,107.96,253.85,296.61,3703.16
2016-07-15,219.31,260.8,377.64,328.11,131.89,325.96,258.22,107.79,254.87,297.49,3699.73
2016-07-18,221.1,261.66,377.04,327.93,132.37,325.96,257.96,108.58,256.62,298.18,3708.65
2016-07-19,220.54,261.18,376.48,326.22,132.47,325.42,258.1,108.45,254.84,297.73,3703.39
2016-07-20,220.97,262.21,375.26,325.69,132.65,328.18,258.63,109.96,255.28,296.27,3719.52
2016-07-21,219.82,261.55,374.1,322.81,132.06,329.34,255.97,109.4,253.66,297.91,3706.13
2016-07-22,221.42,262.79,375.81,323.88,132.84,330.02,256.22,109.97,254.17,301.83,3723.02
2016-07-25,221.08,263.14,375.3,317.43,132.51,329.55,254.76,109.83,253.91,301.4,3711.82
2016-07-26,219.92,262.75,372.37,318.72,132.71,329.0,256.61,110.29,255.73,298.78,3713.1
2016-07-27,221.22,261.86,366.99,315.43,132.63,330.35,255.46,111.14,255.91,295.33,3708.75
2016-07-28,221.34,262.47,368.74,314.96,132.95,330.22,255.6,111.53,255.66,296.26,3714.93
2016-07-29,223.06,262.71,370.36,317.23,132.71,331.11,254.87,111.68,254.47,298.34,3721.03
2016-08-01,223.22,263.04,370.82,306.67,132.39,333.06,254.6,112.13,252.79,298.28,3716.3
2016-08-02,221.95,259.22,370.41,309.41,131.24,331.7,252.25,111.2,252.24,296.53,3692.73
2016-08-03,222.31,259.89,368.49,314.86,132.56,331.06,253.29,111.64,252.86,294.8,3705.1
2016-08-04,222.32,259.76,369.1,314.42,132.14,330.31,253.37,112.26,253.81,294.5,3706.54
2016-08-05,223.7,262.55,369.96,317.08,134.7,331.16,255.95,113.59,254.7,290.44,3738.48
2016-08-08,223.18,261.69,369.39,320.96,134.84,328.35,255.93,113.59,255.21,290.21,3735.33
2016-08-09,223.46,260.84,370.29,319.41,134.97,329.15,256.06,113.81,254.37,289.96,3736.88
2016-08-10,224.06,261.41,371.8,315.47,133.95,327.89,255.95,113.42,254.57,290.04,3727.15
2016-08-11,224.87,264.09,371.59,319.6,134.16,329.76,257.52,113.82,255.74,290.65,3745.15
2016-08-12,224.55,264.02,372.74,321.68,133.88,329.11,256.72,113.74,252.81,290.92,3742.3
2016-08-15,224.13,264.39,372.19,323.61,134.67,329.58,258.29,114.29,255.26,286.47,3753.06
2016-08-16,221.94,262.94,370.45,324.34,134.28,326.63,257.17,113.71,254.06,283.04,3732.96
2016-08-17,222.96,262.42,371.73,325.36,134.78,327.38,258.1,113.67,253.89,287.24,3740.59
2016-08-18,221.95,262.28,372.78,331.16,134.77,327.39,258.62,113.76,255.55,290.75,3748.89
2016-08-19,220.89,262.22,371.82,328.44,134.6,327.15,258.63,113.99,256.05,287.22,3743.84
2016-08-22,220.61,261.99,372.06,325.55,134.64,327.59,258.44,113.92,255.89,288.03,3741.79
2016-08-23,220.58,263.26,371.4,326.98,134.79,327.96,258.54,114.34,257.9,286.63,3749.16
2016-08-24,219.87,262.11,370.85,326.1,134.63,322.69,257.82,113.74,254.92,286.63,3729.65
2016-08-25,220.02,261.15,369.29,325.15,135.01,320.13,257.63,113.88,256.17,286.75,3724.61
2016-08-26,219.61,260.45,367.56,324.05,135.09,321.25,256.9,114.04,254.62,280.82,3718.79
2016-08-29,220.75,261.28,369.59,326.22,136.42,322.12,258.31,114.39,257.03,283.02,3738.58
2016-08-30,220.09,259.95,367.77,324.85,137.52,320.75,257.97,114.12,256.49,280.1,3731.71
2016-08-31,219.74,259.31,368.37,320.4,137.69,319.94,256.72,113.95,254.12,281.11,3723.32
2016-09-01,220.26,259.79,368.56,319.55,137.13,319.29,256.87,114.35,254.95,279.93,3723.2
2016-09-02,221.12,260.18,371.01,322.38,137.8,319.44,257.93,114.78,257.07,283.4,3738.98
2016-09-06,223.35,260.59,371.97,327.28,137.48,320.7,257.19,115.32,256.72,286.61,3750.17
2016-09-07,223.92,260.66,368.63,328.49,137.51,320.51,257.56,115.6,256.43,286.44,3750.26
2016-09-08,223.11,258.64,366.99,333.97,137.37,320.89,257.36,114.58,255.3,287.46,3742.04
2016-09-09,217.47,252.3,356.75,324.61,134.78,314.34,250.16,111.9,247.95,276.68,3650.31
2016-09-12,220.92,255.98,363.51,327.47,136.34,319.29,253.42,113.81,250.31,281.47,3704.03
2016-09-13,217.57,252.14,358.84,318.11,133.89,314.65,249.51,113.09,245.56,277.64,3649.88
2016-09-14,217.98,252.22,357.78,314.46,133.47,314.45,249.14,113.75,245.01,278.91,3647.91
2016-09-15,219.96,253.96,360.68,317.91,134.38,317.96,251.05,115.69,246.47,280.96,3685.22
2016-09-16,219.52,253.56,359.6,315.19,133.15,318.31,249.12,115.31,245.56,283.53,3671.34
2016-09-19,218.64,253.29,359.08,314.81,133.81,317.0,249.97,115.03,246.04,286.35,3671.3
2016-09-20,218.92,253.55,359.94,312.22,133.93,318.22,250.29,115.01,245.26,285.8,3672.43
2016-09-21,220.92,255.86,361.95,318.84,134.82,321.41,253.52,116.27,248.93,291.79,3712.55
2016-09-22,222.85,257.84,365.17,319.53,135.19,323.84,255.33,116.91,249.69,293.45,3736.73
2016-09-23,222.16,257.25,363.34,315.5,134.25,322.73,253.68,115.79,248.43,293.08,3715.29
2016-09-26,219.91,254.38,360.18,314.06,132.19,318.77,252.45,115.04,247.11,292.47,3683.6
2016-09-27,222.01,256.92,361.94,312.61,133.33,321.19,254.49,116.36,248.12,288.88,3707.46
2016-09-28,222.05,257.7,362.39,326.19,133.99,320.8,256.22,116.73,250.8,288.17,3727.67
2016-09-29,220.67,256.33,359.18,325.91,132.0,314.92,254.19,116.08,248.99,283.99,3692.99
2016-09-30,221.21,258.43,362.67,330.15,133.88,318.17,256.31,116.72,250.76,281.98,3722.43
2016-10-03,221.31,258.37,360.49,329.63,133.31,317.69,256.44,116.3,250.88,278.18,3710.61
2016-10-04,220.29,257.53,357.26,326.46,133.8,317.27,254.45,116.11,247.06,272.15,3692.47
2016-10-05,220.09,258.53,356.68,331.06,135.83,318.31,255.93,116.63,248.79,271.48,3709.39
2016-10-06,219.95,258.67,357.1,331.62,135.91,317.08,255.79,116.89,250.72,271.43,3711.25
2016-10-07,219.2,257.53,356.44,330.1,136.01,317.37,252.68,116.63,246.18,271.23,3699.26
2016-10-10,220.84,257.76,356.5,335.07,136.69,318.65,252.69,117.43,247.33,273.5,3716.3
2016-10-11,218.97,254.83,354.44,331.17,135.24,310.66,250.17,116.05,244.14,270.28,3670.05
2016-10-12,219.46,255.83,356.24,329.81,135.44,309.04,250.59,116.12,243.56,272.95,3674.48
2016-10-13,218.37,255.01,356.28,327.7,133.97,309.23,250.65,115.41,242.36,276.38,3663.18
2016-10-14,218.55,254.6,356.59,326.35,134.63,307.12,251.11,115.94,243.24,274.86,3663.92
2016-10-17,218.43,252.67,355.1,324.91,134.08,306.5,250.57,115.63,243.42,276.36,3652.87
2016-10-18,220.96,254.15,356.17,326.12,135.11,309.77,251.05,116.38,245.71,278.63,3675.37
2016-10-19,222.26,255.41,354.04,330.57,136.25,308.7,251.88,116.42,247.49,278.02,3683.8
2016-10-20,221.02,255.03,353.62,330.27,136.22,310.26,250.59,116.15,247.35,277.85,3678.92
2016-10-21,221.56,256.99,355.4,328.0,136.23,307.53,250.19,116.81,247.09,276.38,3678.62
2016-10-24,222.55,258.84,357.96,327.47,136.75,307.11,250.84,118.23,247.69,277.46,3696.11
2016-10-25,221.12,255.81,359.02,325.75,136.45,306.16,249.83,117.82,245.23,278.89,3682.15
2016-10-26,219.6,254.72,359.01,326.67,137.29,304.04,250.87,117.19,244.98,279.51,3675.77
2016-10-27,219.16,252.51,357.21,325.62,137.58,305.64,249.03,116.67,244.81,278.06,3664.88
2016-10-28,219.56,251.95,358.89,324.21,137.04,298.99,250.64,116.63,245.2,278.85,3653.64
2016-10-31,218.59,252.31,359.65,320.48,136.9,297.34,251.12,116.63,245.36,284.38,3653.21
2016-11-01,216.94,250.19,357.95,320.78,136.37,295.91,249.08,115.67,244.24,279.36,3628.44
2016-11-02,214.24,248.75,357.35,317.54,135.36,294.47,248.11,114.89,242.81,275.8,3605.09
2016-11-03,212.33,248.13,355.04,318.73,135.61,291.45,247.45,113.84,242.79,276.79,3590.06
2016-11-04,212.07,247.59,351.56,317.19,134.97,293.66,247.87,113.39,243.61,275.8,3584.13
2016-11-07,215.53,253.31,357.69,324.11,138.48,300.79,253.93,116.03,247.11,280.71,3663.82
2016-11-08,217.39,254.53,359.32,324.65,138.7,301.57,255.54,116.6,247.95,282.84,3678.9
2016-11-09,217.23,255.01,354.56,329.58,144.36,311.91,261.64,116.32,253.22,272.49,3719.83
2016-11-10,213.6,255.85,344.67,330.6,149.71,315.67,267.02,114.47,255.93,265.86,3727.33
2016-11-11,213.63,257.49,344.11,325.11,150.29,310.95,267.79,115.02,252.57,264.84,3722.12
2016-11-14,210.92,257.36,343.21,326.29,153.74,310.0,268.9,113.05,253.1,264.33,3722.07
2016-11-15,214.23,258.27,345.64,335.09,153.82,310.86,269.79,114.6,254.16,268.82,3750.52
2016-11-16,215.64,259.69,345.61,332.51,151.64,309.38,268.17,115.66,253.9,266.81,3745.32
2016-11-17,217.5,262.85,345.03,330.26,153.54,310.74,268.76,116.47,253.8,266.78,3762.99
2016-11-18,216.28,261.99,343.7,331.83,153.68,307.38,268.76,116.21,253.3,265.9,3754.43
2016-11-21,218.51,263.65,346.17,339.13,154.16,308.3,270.1,117.45,256.48,268.8,3782.49
2016-11-22,220.06,266.91,347.93,339.08,154.32,303.99,271.41,117.6,258.09,269.62,3790.79
2016-11-23,220.01,267.19,345.91,340.6,155.17,305.15,273.55,116.98,259.31,267.18,3793.95
2016-11-25,220.86,267.92,348.64,339.26,155.56,306.4,274.89,117.42,260.21,270.99,3808.85
2016-11-28,221.32,265.72,349.22,334.83,153.41,303.79,272.94,117.33,258.92,276.35,3789.18
2016-11-29,222.58,266.34,349.53,330.96,153.78,305.78,273.19,117.53,259.19,277.23,3794.86
2016-11-30,218.98,264.02,343.97,346.91,155.87,302.93,273.07,116.17,261.98,268.55,3785.37
2016-12-01,217.42,264.27,341.65,347.85,158.46,300.65,275.21,113.52,261.96,266.12,3772.17
2016-12-02,216.83,262.79,344.05,348.22,156.97,301.58,275.01,114.01,262.05,268.57,3773.67
2016-12-05,218.69,265.41,344.31,350.87,158.79,301.1,274.69,115.19,264.23,269.18,3795.89
2016-12-06,219.75,266.25,345.43,350.52,160.32,301.83,275.39,115.41,264.42,268.51,3808.91
2016-12-07,223.31,271.22,350.69,352.98,162.87,299.36,280.3,117.6,268.33,271.92,3859.57
2016-12-08,224.08,271.48,349.16,354.66,164.37,299.86,278.9,118.02,270.18,272.62,3868.17
2016-12-09,225.61,272.04,353.92,356.12,164.58,303.56,280.24,118.85,270.03,275.44,3891.17
2016-12-12,224.84,269.87,355.67,358.69,163.08,305.11,279.21,118.39,268.93,278.25,3886.9
2016-12-13,227.19,272.12,357.2,363.23,163.43,307.31,278.84,119.85,268.36,281.15,3912.78
2016-12-14,226.86,270.35,353.48,355.52,162.5,306.01,276.15,119.56,265.14,275.45,3881.2
2016-12-15,227.32,269.68,355.2,356.98,164.15,307.81,276.23,119.99,267.02,277.2,3896.4
2016-12-16,226.71,268.46,357.01,358.99,162.71,308.25,275.79,119.08,265.98,280.64,3889.65
2016-12-19,227.71,269.03,357.54,357.23,162.87,306.66,277.43,119.82,265.64,281.68,3897.4
2016-12-20,228.68,271.14,356.84,356.48,164.7,306.52,279.16,120.2,265.86,282.01,3911.97
2016-12-21,228.39,271.01,356.86,357.06,164.3,304.73,278.03,119.99,266.1,280.95,3902.45
2016-12-22,228.26,268.28,356.41,358.67,163.87,305.23,277.58,119.62,264.83,281.97,3895.52
2016-12-23,228.06,267.62,356.92,357.95,164.15,307.62,277.77,119.7,265.38,281.94,3900.67
2016-12-27,228.73,268.56,356.99,358.8,164.34,308.04,278.21,120.24,266.61,281.99,3909.46
2016-12-28,227.22,266.88,354.85,355.29,162.69,305.83,275.5,119.19,263.95,279.37,3877.27
2016-12-29,227.09,266.48,356.26,354.43,161.5,306.15,275.4,119.14,264.06,282.95,3876.25
2016-12-30,225.02,264.05,354.61,353.46,161.88,305.03,274.3,117.97,262.11,281.58,3858.41
2017-01-03,228.42,265.68,355.63,357.54,163.47,309.29,276.12,119.03,263.95,280.73,3891.22
2017-01-04,229.88,269.21,355.89,356.51,164.95,311.5,277.59,119.48,267.69,281.68,3914.11
2017-01-05,231.01,269.03,356.8,355.36,163.27,313.0,276.58,119.74,266.99,281.95,3911.12
2017-01-06,231.8,270.21,357.0,355.41,163.9,314.02,278.08,120.88,266.98,282.87,3925.72
2017-01-09,231.45,270.03,354.55,350.16,162.62,315.42,276.16,121.12,267.02,279.17,3911.81
2017-01-10,231.36,271.1,352.42,346.83,163.25,316.49,277.04,121.03,267.19,278.41,3911.82
2017-01-11,232.53,271.71,353.28,351.01,164.0,313.31,278.59,121.82,269.43,281.11,3923.14
2017-01-12,232.36,271.63,353.07,349.33,162.8,313.53,277.58,121.49,268.86,281.46,3914.79
2017-01-13,233.65,272.46,352.95,348.67,163.69,313.87,278.49,121.82,268.29,281.0,3922.02
2017-01-17,233.6,273.06,357.71,350.85,159.96,312.46,276.31,121.39,267.38,284.25,3910.39
2017-01-18,233.41,272.59,358.91,349.69,161.22,312.07,277.39,121.78,268.96,283.79,3917.73
2017-01-19,233.32,271.67,357.63,347.14,160.25,310.12,279.03,121.48,267.29,281.31,3903.64
2017-01-20,234.43,272.32,360.15,348.97,161.0,309.22,278.92,122.1,269.61,281.75,3916.87
2017-01-23,236.06,272.53,359.73,345.07,160.07,307.83,276.98,122.18,270.19,280.37,3906.41
2017-01-24,235.63,274.75,362.47,348.46,162.02,305.83,279.8,123.44,277.03,280.37,3932.06
2017-01-25,236.91,276.36,362.53,350.42,164.68,308.47,282.71,124.76,279.01,280.31,3963.62
2017-01-26,238.46,277.0,361.04,350.39,165.17,306.28,283.44,124.5,279.68,280.39,3960.76
2017-01-27,238.4,276.17,358.76,347.09,164.48,308.75,282.9,124.93,278.88,280.38,3957.48
2017-01-30,236.49,275.96,358.99,341.03,163.32,307.47,280.76,123.9,275.97,280.54,3933.82
2017-01-31,236.04,275.19,360.24,340.7,162.21,311.79,278.14,123.15,274.22,285.07,3930.34
2017-02-01,236.39,274.72,358.19,338.14,162.35,314.17,277.76,124.07,275.78,280.17,3932.14
2017-02-02,234.68,274.52,361.03,340.15,161.69,314.57,277.03,124.1,274.32,282.85,3934.54
2017-02-03,235.24,274.22,362.93,343.08,164.9,316.43,279.17,124.98,274.82,283.26,3963.37
2017-02-06,234.82,273.39,361.4,340.04,164.33,316.28,279.31,125.15,274.1,282.82,3955.0
2017-02-07,235.15,273.06,364.38,335.37,163.94,316.56,279.78,125.67,271.94,283.43,3956.02
2017-02-08,236.0,274.74,365.89,335.66,162.71,316.12,279.54,125.9,272.59,286.12,3959.65
2017-02-09,236.68,276.62,367.29,338.79,164.96,317.5,281.62,126.33,272.49,283.72,3982.95
2017-02-10,237.94,278.13,367.06,341.38,165.35,317.88,283.74,126.6,274.98,285.53,3997.31
2017-02-13,237.56,278.45,367.29,341.71,167.2,320.04,286.54,127.43,276.94,286.86,4019.0
2017-02-14,237.61,280.09,367.62,342.52,169.28,322.37,286.72,127.85,277.19,284.8,4035.92
2017-02-15,238.05,281.52,370.65,341.31,170.54,326.14,288.22,128.37,276.81,283.89,4056.47
2017-02-16,238.44,280.27,370.94,336.69,170.3,325.68,288.36,128.64,276.66,286.76,4053.26
2017-02-17,238.87,281.09,373.4,334.92,170.26,326.05,288.86,128.96,275.91,286.95,4060.12
2017-02-21,239.86,282.77,377.16,337.21,171.05,327.58,290.24,129.64,276.94,290.05,4084.68
2017-02-22,240.67,282.86,376.68,331.88,171.18,327.11,289.49,129.86,277.72,291.23,4080.51
2017-02-23,240.56,280.87,377.61,333.56,171.34,329.54,287.46,129.71,276.15,294.29,4082.55
2017-02-24,241.26,282.1,379.19,330.6,170.06,331.15,288.89,129.97,276.81,298.53,4089.34
2017-02-27,240.77,282.28,377.14,333.49,170.83,332.44,289.8,129.9,275.85,296.8,4093.91
2017-02-28,239.41,280.45,377.99,332.67,170.55,331.65,288.41,129.37,275.95,299.64,4083.43
2017-03-01,241.87,283.28,379.63,339.5,175.44,335.11,293.16,131.28,280.99,296.83,4139.79
2017-03-02,240.77,282.88,379.57,336.62,172.88,334.34,290.37,130.39,278.13,299.03,4115.77
2017-03-03,240.8,282.28,378.1,335.39,173.56,335.66,290.58,130.64,277.86,297.99,4117.92
2017-03-06,240.81,281.32,376.45,336.39,172.48,334.17,289.65,130.43,276.02,297.44,4104.49
2017-03-07,240.67,280.49,376.04,333.35,171.98,331.93,288.73,130.62,274.47,297.46,4092.73
2017-03-08,240.72,281.45,375.18,325.02,171.98,333.03,287.75,130.76,274.65,293.06,4084.2
2017-03-09,241.63,281.36,376.0,326.94,172.51,335.03,286.44,130.68,273.52,292.36,4087.5
2017-03-10,242.36,281.74,377.68,326.68,172.45,336.25,288.34,131.36,274.66,294.74,4100.91
2017-03-13,243.2,282.36,377.53,326.84,172.56,335.84,288.08,131.52,275.53,295.49,4103.36
2017-03-14,243.02,282.41,376.9,323.24,172.37,334.8,285.45,131.18,273.28,295.23,4089.63
2017-03-15,244.49,283.85,379.74,329.96,172.14,338.76,288.62,131.97,277.59,300.07,4123.98
2017-03-16,244.27,283.99,379.92,328.05,172.68,335.72,287.57,132.29,275.84,296.85,4117.37
2017-03-17,244.68,284.25,379.3,327.78,170.87,333.94,288.85,132.37,277.27,298.56,4111.97
2017-03-20,244.25,283.56,379.74,327.37,169.34,333.24,288.31,132.51,278.34,296.55,4103.79
